,Unnamed: 0,video_id,start,end,text,video_link,vid_path
9293,9293,8oPisf3kbGI.en,00:04:44.240,00:04:50.300, so I use a mask here now the vaccine card is here so here is the,https://www.youtube.com/watch?v=8oPisf3kbGI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/8oPisf3kbGI.en.vtt
10512,10512,8Cn1PGmlJuk.en,00:33:40.460,00:33:44.660, tired of this mainstream media and the president already knows the mask has been off for a long time,https://www.youtube.com/watch?v=8Cn1PGmlJuk.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/8Cn1PGmlJuk.en.vtt
12629,12629,WLd2HmL3Ua0.en,00:07:28.530,00:07:34.849, also to the effects of isolation and everything else twice as many emerging countries,https://www.youtube.com/watch?v=WLd2HmL3Ua0.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/WLd2HmL3Ua0.en.vtt
12647,12647,WLd2HmL3Ua0.en,00:09:01.389,00:09:07.870, positions there is favorable isolation finding food favorable to,https://www.youtube.com/watch?v=WLd2HmL3Ua0.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/WLd2HmL3Ua0.en.vtt
12718,12718,WLd2HmL3Ua0.en,00:15:43.480,00:15:48.790," the flattening of the curve was talking about here, the isolation had to happen",https://www.youtube.com/watch?v=WLd2HmL3Ua0.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/WLd2HmL3Ua0.en.vtt
12969,12969,WLd2HmL3Ua0.en,00:39:37.019,00:39:42.660, of isolation and everything that has to do with the behavior of the people their,https://www.youtube.com/watch?v=WLd2HmL3Ua0.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/WLd2HmL3Ua0.en.vtt
13079,13079,WLd2HmL3Ua0.en,00:49:58.829,00:50:02.380, another project which has to do with the use of a mask,https://www.youtube.com/watch?v=WLd2HmL3Ua0.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/WLd2HmL3Ua0.en.vtt
14091,14091,ALFq4eHRUo0.en,00:14:00.110,00:14:05.350, train others with the animal okay know about isolation okay but a country,https://www.youtube.com/watch?v=ALFq4eHRUo0.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ALFq4eHRUo0.en.vtt
14843,14843,Ea5ZK0Fr5TM.en,00:17:47.490,00:17:53.010, the respiratory aid which is that oxygen catheter nose to mask,https://www.youtube.com/watch?v=Ea5ZK0Fr5TM.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Ea5ZK0Fr5TM.en.vtt
15115,15115,Ea5ZK0Fr5TM.en,00:44:17.730,00:44:23.160, normally we will wash more siblings we will wear a mask sometimes inside a,https://www.youtube.com/watch?v=Ea5ZK0Fr5TM.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Ea5ZK0Fr5TM.en.vtt
15597,15597,YCliiy_yl9Y.en,00:07:26.920,00:07:33.080," few states, right, or municipalities are adopting this policy of isolation from that of",https://www.youtube.com/watch?v=YCliiy_yl9Y.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/YCliiy_yl9Y.en.vtt
18134,18134,ZZj93uz78NE.en,00:01:45.250,00:01:50.979, this mass that was used there the diving mask will make you nervous but,https://www.youtube.com/watch?v=ZZj93uz78NE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/ZZj93uz78NE.en.vtt
19153,19153,AhySjAMku18.en,00:25:49.010,00:25:55.070," without a mask it's okay remember that today, July 2nd is the national day of the fire fighter",https://www.youtube.com/watch?v=AhySjAMku18.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/AhySjAMku18.en.vtt
19191,19191,AhySjAMku18.en,00:29:11.650,00:29:15.880, show myself here I could be fined now because I'm without a mask,https://www.youtube.com/watch?v=AhySjAMku18.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/AhySjAMku18.en.vtt
19572,19572,GVzh8k6YjKU.en,00:05:05.570,00:05:08.919," I advocated vertical isolation and not this horizontal one, everyone stays at home",https://www.youtube.com/watch?v=GVzh8k6YjKU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/GVzh8k6YjKU.en.vtt
19578,19578,GVzh8k6YjKU.en,00:05:31.470,00:05:36.570," today we came here and the isolation, right, the confinement Lock",https://www.youtube.com/watch?v=GVzh8k6YjKU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/GVzh8k6YjKU.en.vtt
20553,20553,S28DvOuB6cM.en,00:01:51.210,00:01:56.640, millions of children out of the classroom and the indiscriminate lockdown that,https://www.youtube.com/watch?v=S28DvOuB6cM.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/S28DvOuB6cM.en.vtt
24347,24347,P3B8L5ql5GM.en,00:33:14.669,00:33:19.649, of masked people no wonder that the population is what the community zap and thank god,https://www.youtube.com/watch?v=P3B8L5ql5GM.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/P3B8L5ql5GM.en.vtt
24899,24899,5wTrE6F5jlc.en,00:34:39.190,00:34:46.630," Madeira Ordinance of March 20, Ordinance 454 determined the isolation",https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24902,24902,5wTrE6F5jlc.en,00:34:58.730,00:35:02.510, less I wrote a little bit wrong here ie isolation also take away,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
24906,24906,5wTrE6F5jlc.en,00:35:18.500,00:35:23.360, in bad faith but as it didn't work I always advocated vertical isolation,https://www.youtube.com/watch?v=5wTrE6F5jlc.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/5wTrE6F5jlc.en.vtt
25248,25248,UqEQfL6il8M.en,00:05:49.300,00:05:54.430, responsibility for the mask collection I will not say much because it will still,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25701,25701,UqEQfL6il8M.en,00:46:45.210,00:46:50.520, now of social isolation whether or not you like science is an app is the,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25704,25704,UqEQfL6il8M.en,00:47:00.900,00:47:06.750, impact of free social isolation on pregnancy for 12 months and,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25736,25736,UqEQfL6il8M.en,00:50:10.320,00:50:16.020, entity the council someone is defending is isolation for students until the,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
25835,25835,UqEQfL6il8M.en,00:59:21.930,00:59:26.319, negative effects of the period of social isolation and removal of children from,https://www.youtube.com/watch?v=UqEQfL6il8M.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/UqEQfL6il8M.en.vtt
26741,26741,oVIJD_tuRPY.en,00:24:13.010,00:24:18.340, will have to be delayed because if we stay we will continue with the isolation,https://www.youtube.com/watch?v=oVIJD_tuRPY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/oVIJD_tuRPY.en.vtt
26780,26780,oVIJD_tuRPY.en,00:27:37.450,00:27:40.920, regarding the isolation correction there is no point this has a new protocol,https://www.youtube.com/watch?v=oVIJD_tuRPY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/oVIJD_tuRPY.en.vtt
26798,26798,oVIJD_tuRPY.en,00:29:03.500,00:29:11.240, fines for non-compliance with the duty to wear a mask I will not teach one a,https://www.youtube.com/watch?v=oVIJD_tuRPY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/oVIJD_tuRPY.en.vtt
26799,26799,oVIJD_tuRPY.en,00:29:11.240,00:29:16.070, federal law here to change by the mask wearing components where,https://www.youtube.com/watch?v=oVIJD_tuRPY.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/oVIJD_tuRPY.en.vtt
29164,29164,vNyBRsVZ0gg.en,00:18:24.890,00:18:31.370, everything is related to isolation and job detachment everything helps me from,https://www.youtube.com/watch?v=vNyBRsVZ0gg.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/vNyBRsVZ0gg.en.vtt
29753,29753,VuMbYrq_ys4.en,00:09:21.920,00:09:27.370, requirement of the mask on public roads practically he opened all trade,https://www.youtube.com/watch?v=VuMbYrq_ys4.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/VuMbYrq_ys4.en.vtt
30271,30271,CaTtyaM5Jlw.en,00:36:39.470,00:36:48.549, right and if we say we tell you that the mask avoids contagion,https://www.youtube.com/watch?v=CaTtyaM5Jlw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/CaTtyaM5Jlw.en.vtt
30272,30272,CaTtyaM5Jlw.en,00:36:48.549,00:36:55.199, I'll be able to work wearing a mask because if I can't work with a mask,https://www.youtube.com/watch?v=CaTtyaM5Jlw.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/CaTtyaM5Jlw.en.vtt
31379,31379,-4vo-vjUuNE.en,00:20:08.930,00:20:13.700, also with a mask 24 she could sleep and with the lengths to,https://www.youtube.com/watch?v=-4vo-vjUuNE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/-4vo-vjUuNE.en.vtt
