,Unnamed: 0,video_id,start,end,text,video_link,vid_path
474,474,2tB4XLKXSeI.en,00:22:43.800,00:22:50.220, okay the law says that teams can be adopted they may not be saying that,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
541,541,2tB4XLKXSeI.en,00:28:57.250,00:29:02.649, cats can get cane It will facilitate corruption to fit more money in the,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
558,558,2tB4XLKXSeI.en,00:30:43.940,00:30:48.860, also by evangelical coincidence is from the Baptist Church here is one here from,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
559,559,2tB4XLKXSeI.en,00:30:48.860,00:30:56.720, Eldorado then is that genre Thanks there and thanks to the Baptist Church of another,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
561,561,2tB4XLKXSeI.en,00:31:03.779,00:31:08.759, is from the Baptist Church accompany us on this trip or Pastor Josué Valandro is in,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
618,618,2tB4XLKXSeI.en,00:36:24.990,00:36:29.730, but he was an exceptional guy but he lacks the resources He makes a possible,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
620,620,2tB4XLKXSeI.en,00:36:36.150,00:36:44.760, opt even dental fine to have the super battery of 9 Dracena and where what,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
657,657,2tB4XLKXSeI.en,00:40:15.599,00:40:21.750, Jovem Pan focus of Brazil 12 thousand in Folha Politica four thousand in total is 128 thousand,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
693,693,2tB4XLKXSeI.en,00:43:48.220,00:43:53.740, and we have it or september now monday right worth more arm,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
759,759,2tB4XLKXSeI.en,00:49:48.860,00:49:55.070, the park is just you can be ready 32 Paty you are open the captain we are how many,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
786,786,2tB4XLKXSeI.en,00:52:19.579,00:52:24.980, of the country's supreme court wanted to know brought me to this is it possible to adopt,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
794,794,2tB4XLKXSeI.en,00:53:02.789,00:53:09.329, media Where did you seek social control of the video thing that governors,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
806,806,2tB4XLKXSeI.en,00:54:01.809,00:54:05.680, our part we are focused there on the development in the resumption of the,https://www.youtube.com/watch?v=2tB4XLKXSeI.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/2tB4XLKXSeI.en.vtt
834,834,Un8SXCrtzj8.en,00:01:58.890,00:02:03.540, Village or public land exploration without authorization immediately I,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1006,1006,Un8SXCrtzj8.en,00:17:32.659,00:17:38.840, minutes because the moon was getting dark and the helicopter that,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1131,1131,Un8SXCrtzj8.en,00:29:38.460,00:29:43.020, we have to comply with the law so the option became yours and you went to the side,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1175,1175,Un8SXCrtzj8.en,00:33:25.809,00:33:30.340, is reception a guy steals or steals something a third party buys in that,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1176,1176,Un8SXCrtzj8.en,00:33:30.340,00:33:36.340, even this is the third person at the reception something this The theme is this,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1177,1177,Un8SXCrtzj8.en,00:33:36.340,00:33:41.499, will be framed in the crime of reception when it comes to wood from the,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1178,1178,Un8SXCrtzj8.en,00:33:41.499,00:33:47.409, Brazil to Brazil deforest right the good Saudades Marta right the bolsonaro captain,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1230,1230,Un8SXCrtzj8.en,00:38:35.690,00:38:41.930, this happens with a lawyer Certainly the judiciary does not accept more is no longer,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1244,1244,Un8SXCrtzj8.en,00:39:50.980,00:39:56.269, some schools are adopting what they are calling gender neutrality,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1245,1245,Un8SXCrtzj8.en,00:39:56.269,00:40:02.240, if some language adaptations changes recently a college circular,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1292,1292,Un8SXCrtzj8.en,00:43:59.980,00:44:07.510," it is unacceptable, this school should be preached at least because the school has to do",https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1341,1341,Un8SXCrtzj8.en,00:47:53.310,00:47:58.450," exception of what happens on a daily basis in the judiciary, continue to denounce",https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1366,1366,Un8SXCrtzj8.en,00:50:02.250,00:50:07.230," working in Brazil with this concept, young people who have only one computer and who",https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1433,1433,Un8SXCrtzj8.en,00:56:21.750,00:56:26.790, immediate immediate verification makes the queue at the front the teacher speaks accordingly,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1474,1474,Un8SXCrtzj8.en,01:00:05.160,01:00:09.930, millions of people think differently and acceptance that I have anywhere,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1503,1503,Un8SXCrtzj8.en,01:03:04.580,01:03:08.480," notorious and tolerance for corruption, right and now aligned with the federal government",https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1506,1506,Un8SXCrtzj8.en,01:03:17.880,01:03:21.960, the option our government has many delivery government this week maybe I don't even,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1510,1510,Un8SXCrtzj8.en,01:03:36.420,01:03:41.280," and that there was no major media is placed, you know, look at Rogério's MDF",https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1586,1586,Un8SXCrtzj8.en,01:10:23.320,01:10:27.810, exempt and inspection as I have for example with Gil that the state deputy,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1588,1588,Un8SXCrtzj8.en,01:10:33.130,01:10:38.680, there from gas and Valéria bolsonaro is also doing exceptional work there,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1615,1615,Un8SXCrtzj8.en,01:13:02.500,01:13:05.500, lieutenants and sergeants of the PM and firefighters of Goiás Exceptional valley,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1619,1619,Un8SXCrtzj8.en,01:13:18.870,01:13:25.720, exceptional Devanir 28007 is 007 around Brasilia take i'm going to ask,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1638,1638,Un8SXCrtzj8.en,01:15:00.910,01:15:06.280, exceptional right understanding case Senator beer by the State of Mato Grosso in the,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1647,1647,Un8SXCrtzj8.en,01:15:53.719,01:16:09.510, exceptional person a And then who could charge one charged the,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1674,1674,Un8SXCrtzj8.en,01:18:26.430,01:18:32.280, keep doing it in your city you don’t want it You have the option BH has,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1675,1675,Un8SXCrtzj8.en,01:18:32.280,01:18:36.510, option the rule Bruno because the Lord comes back will tell your life do you think,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1695,1695,Un8SXCrtzj8.en,01:20:08.130,01:20:13.860, Paulo mayor of São Paulo lieutenant of the Aeronautics reserve was the captain of the,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1727,1727,Un8SXCrtzj8.en,01:22:54.580,01:22:59.860, all sure then sartorio 55 Santos we weighed in from Captain Wagner's,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1732,1732,Un8SXCrtzj8.en,01:23:20.090,01:23:25.159, Captain Wagner 90 capital of our glorious military police is a great,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1765,1765,Un8SXCrtzj8.en,01:26:24.470,01:26:29.630, part of Folha de São Paulo lying all the time about it ok i already explained,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1783,1783,Un8SXCrtzj8.en,01:28:13.550,01:28:17.450, Fortaleza an option here staying here helped me the past world did the first,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1807,1807,Un8SXCrtzj8.en,01:30:33.100,01:30:37.630, to work it out you have to reach me immediately speak that after that,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1856,1856,Un8SXCrtzj8.en,01:35:18.389,01:35:22.380, decrease a room practically right this is exceptional people a lot,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1860,1860,Un8SXCrtzj8.en,01:35:36.719,01:35:42.760, People who spent four years deciding their life by increasing IPTU did not,https://www.youtube.com/watch?v=Un8SXCrtzj8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/Un8SXCrtzj8.en.vtt
1943,1943,F9jXlF2ExQE.en,00:08:05.250,00:08:10.500, I do not have any symptoms nor do I care about the one detected by a virus.,https://www.youtube.com/watch?v=F9jXlF2ExQE.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/F9jXlF2ExQE.en.vtt
2107,2107,9ringjkMWi8.en,00:01:50.130,00:01:55.170, congratulates our Brazilian Navy for their promptness in this help,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2137,2137,9ringjkMWi8.en,00:04:48.240,00:04:52.800, you win is you are gaining customers because of that resumption measure started,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2199,2199,9ringjkMWi8.en,00:10:17.850,00:10:21.900," commit the crime of libel, defamation and injury and julia node on social media",https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2207,2207,9ringjkMWi8.en,00:11:01.240,00:11:06.339, veto or sanction what happens there September when we vote abuse here,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2219,2219,9ringjkMWi8.en,00:11:54.660,00:12:02.140, woefully big for our print media and one made in the week that I,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2227,2227,9ringjkMWi8.en,00:12:41.740,00:12:46.150, governor was talking any not to controversy filled with optimism and joe,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2231,2231,9ringjkMWi8.en,00:13:02.530,00:13:08.290, pt in the senate is buried filed this bill accordingly makes it very clear,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2255,2255,9ringjkMWi8.en,00:15:03.860,00:15:09.290, done one more test of the pilot result of now part of the media put on my,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2368,2368,9ringjkMWi8.en,00:24:45.150,00:24:49.290, does anyone think it flies because I'm captain artillery captain without doing,https://www.youtube.com/watch?v=9ringjkMWi8.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/9ringjkMWi8.en.vtt
2407,2407,jR_m23OHPWU.en,00:02:32.260,00:02:37.270, ministry the protection of life from life from conception and human rights,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2424,2424,jR_m23OHPWU.en,00:04:03.000,00:04:11.280," have accepted the challenge of speaking, you can't believe rape of a party",https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2438,2438,jR_m23OHPWU.en,00:05:15.700,00:05:18.880, making a thought that I slept president because I am the minister not,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2459,2459,jR_m23OHPWU.en,00:07:25.500,00:07:29.450, speak the name here I don’t remember and I mean the following we don’t accept,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2584,2584,jR_m23OHPWU.en,00:18:50.920,00:18:56.590, to avoid controversy right the states that didn’t accept I don’t want and don’t ask,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2592,2592,jR_m23OHPWU.en,00:19:34.850,00:19:40.220, early treatment does not stay at home seek treatment immediately and,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2823,2823,jR_m23OHPWU.en,00:41:54.220,00:41:59.980, debate if it is not better to put 10 I sheep debate from the pt government if it was ok,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2886,2886,jR_m23OHPWU.en,00:48:00.800,00:48:05.930, mother give a beautiful story of adoption 2013 met her I fell in love with that,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2887,2887,jR_m23OHPWU.en,00:48:05.930,00:48:09.620, story a lot of adopted child and when she was elected deputy me,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
2889,2889,jR_m23OHPWU.en,00:48:13.820,00:48:17.100, senate another talk about adoption my li,https://www.youtube.com/watch?v=jR_m23OHPWU.en,/Users/dumoura/Dev/PDev/PoliticalRemix/Lives_da_Semana/Notebook_IngDef/cache/subs/jR_m23OHPWU.en.vtt
